df454c5f39241c0b5e5f367bd471de40	英格拉姆获指点改变投篮动作 夏联将担湖人领袖	洛杉矶湖人队二年级生布兰登-英格拉姆是充满潜力的年轻球员，新秀赛季却打出投篮命中率最差的一个赛季，在夏季联赛里湖人教练贾德-布伊奇勒表示英格拉姆投篮姿势有所改变，得到凯文-杜兰特私人教练指点。" 你将会看到英格拉姆投篮的巨大变化，他的跳投改变了一些，做了一些小的调整，我认为这对他很有帮助。"布伊奇勒说道:"和去年相比，我觉得他变得更加自信。"新秀赛季里英格拉姆投篮命中率为40.2%三分球命中率为29.4%罚球命中率为62.1%，从大学以及2016-2017赛季的比赛从来看，英格拉姆投篮姿势确实不是很美观。科比也曾经在休赛期对他的投篮姿势有过调整，目前英格拉姆得到了布莱恩-基弗的指点，基弗曾是凯文-杜兰特在雷霆队时期的助理教练，布伊奇勒说:"我们看到一些不可思议的结果，当他开始在训练馆投篮时候，投篮姿势和动作变得更好，希望能在比赛中也看到。"湖人队总经理鲍勃-佩林卡表示，球队在夏季联赛里能够增加"投篮和防守"，相信在湖人夏季联赛当中英格拉姆肯定能够成为球队领袖。在湖人队更衣室里，新榜眼秀郎佐-波尔将更衣柜放在英格拉姆的旁边，为了方便两人沟通和交谈。新赛季，年轻的湖人队将夏季联赛作为开始。
c16521a88fdc9be5901e82a086192acd	唐骏电动汽车陷"电池门" 被指"比烧油还贵"	中国青年网聊城8月10日电"5年时间，更换了30块电池，真的伤不起了。"山东省聊城市茌平县的孔祥言感叹。他在2012年购买了一辆唐骏电动汽车，但一年多之后原装的"天能"电池就开始出现鼓包等问题，至今已更换了30块电池，花费高达近2万元，"比烧油还贵"。而电池厂家、代理商、汽车厂家、销售店、维修店之间相互推诿，更让他郁闷无比。有专家表示，孔祥言的问题在业界具有代表性。电动汽车尽管已成为汽车行业的未来趋势，但电池技术、质量及标准等方面的不足正成为制约行业发展的最大因素。"这种情况下，各方切实对消费者负责，才能真正迎来新能源汽车的春天。"孔祥言购买的唐骏电动汽车。5年坏掉30块电池"我感觉自己成了小白鼠。"孔祥言说。2012年10月，孔祥言在茌平县唐骏电动汽车专卖店购买了一辆唐骏牌电动面包车，花费约47000元。让他没想到的是，"车开了一年半左右，有一天车子突然发动不起来了，这才发现电池竟然鼓了五六块。"孔祥言告诉记者，他车上原装的是知名品牌"天能"电池，每天下午五六点充电，晚上十点左右把充电器拔掉。"虽然电池充电时间短了点，也不至于这么不耐用。买车时我听说一般电池的寿命至少三年，因为用电比烧油便宜，所以我才选择的电车。"但孔祥言被车辆生产商告知已过质保期。他找来找去，最终前往天能电池经销商指定的维修店，换了10块天能电池。"每块电池968元，一块旧电池可以抵扣300元，更换电池实际花费6680元。"期间，他曾被告知可能充电器有问题，结果测量发现正常，但孔祥言还是按要求更换了充电器。不过问题并没有解决。类似的情况又在2015年、2016年发生。据孔祥言回忆，4年间他共更换了3次电池，每隔一年多就要更换一次电池。"像皮球被踢来踢去"2017年3月，距离孔祥言上次更换电池仅半年左右--尚在电池质保期内，他车辆中的10块天能电池又有7块鼓包。孔祥言先是找到了更换电池的维修店，要求免费更换电池。因为他了解到，天能原装电池质保期是8个月。"电池生产日期算起，在电池是制造原因的前提下，8个月内换新，9-12个月换周转电池，13-15个月换维护电池。"但经历了1个多月的提交手续、审核之后，孔祥言被告知:只能换1块电池，其他6块电池虽然鼓包了，但是还有电，可以继续使用。"不给我换，炸了算谁的?"孔祥言对处理结果不满意。"电池坏了一半以上就不给换了，这是厂家规定的。"维修店负责人建议孔祥言去找天能电池茌平总经销售后服务处，"按原则性肯定得补，最起码你没过期。"但天能电池茌平总经销售后服务处认为:"超过一半电池都鼓了，它是你充电的原因，不是电池的事，10块鼓了一块两块可能是电池的原因，但是你一组鼓了这么多，就是充电的问题了。""我充电能有什么有问题?"孔祥言无奈之下致电天能电池大电池售后部咨询，工作人员却是又一套说辞:"鼓包电池超过两只，不管是多少只一组的，都是不给三包的，因为这种情况99%不是电池质量问题了，跟充电的东西有关。"至于为什么这样规定?该工作人员称:"这是质量部给我们的标准……这种规定就是经验中取来的。"这位工作人员给孔祥言出了个难题:"这个责任你要找充电器生产厂家，让他们出一个数据……""我曾经换过充电器了，没用。"孔祥言很是无语，他只好联系唐骏电动汽车售后人员，但对方同样表示，得先排除一下是不是充电器的问题，"如果充电器没有问题的话，肯定就是家用电或者电池有可能有问题……家用电如果电压不稳定的话，充得快和慢，时常电压或低或高，对电池和充电器都有一定的影响。这个只能到晚上几点之后，电压平稳了之后你再充电。""这电池，岂不是要我当爷供着?"孔祥言苦笑。"买电动汽车图实惠 没想到比烧油还贵""买电动汽车本来图的是实惠、环保，没想到比烧油还贵。"孔祥言无奈地说。他给记者算了这样一笔账，一辆昌河面包车3天加一次油，每次100元，每月1000元，使用4年8个月，油费为56000元，加上买车的3万多元，总费用为86000元左右。而他的电动汽车的充电费每月500元左右，使用4年8个月电费为28000元，比燃油费省了一半。但是，3次更换电池一共花费19372元，加上购车费用47000元，总费用为94372元。而这还不算第四次更换电池的费用。按孔的计算，使用4年8个月后，电动车比燃油车的费用至少高出8000多元。茌平县唐骏电动汽车专卖店韩姓负责人直言，电动汽车是新生事物，电池技术跟不上是造成电动汽车使用和维修成本高的主要原因。"说实在的，低速电动车的技术不那么成熟，都是电瓶的事，电瓶的续航能力差一些，还跑不远。烧油的上百年的历史了……"新能源汽车政策短板记者查阅网络资料发现，不仅是唐骏电动汽车和天能天能电池，电动汽车电池质量可靠性问题目前在行业内具有普遍性。有专家表示，对电动汽车而言，电池是关键核心部件，电池衰减是当下电池的基本特征，但衰减过快的责任认定不清晰。"电池出了问题，汽车厂家和电池厂家都能找出一堆理由来推卸责任。"尽管国家发布了电动汽车用动力蓄电池新国标，但对消费者而言，能及时解决使用过程中出现的问题才是最主要的。"消费者最需要的'傻瓜式'的产品，而不是售后无保障、麻烦成堆的产品。"而现在的《家用汽车产品修理、更换、退货责任规定》不能完全匹配新能源汽车，直接导致消费者和车企的权益都无法得到有效保护。"相关部门应考虑单独制定针对新能源汽车'三包'政策。"专家认为。"各方面现在都在加大对动力电池的技术研发，国家也支持。电动汽车的电池能量密度、电池寿命、电池的安全性都有较大的提升空间。"上述专家表示，"但这是有时间成本的，在现有的技术条件下，业界应达成共识，切实对消费者负起责任来。否则，一旦失去消费者的信任，特别是年轻人的信任，伤害的将是整个新能源汽车行业。" 想爆料?请登录《阳光连线》、拨打新闻热线0531-66661234，或登录齐鲁网官方微博提供新闻线索。齐鲁网广告热线0531-81695052，诚邀合作伙伴。
491f81b2f45aa673f658e8d23d740ddf	高速路上夫妻二发生口角，俞吵愈烈下车太危险了	大家都知道在高速上停车而且不放警示标志是件危险的事。下面这件事，不仅没放警示标志，而且民警到来时都没见到人!原来是夫妻两个在高速上行车时，小两口发生了争吵，然后俞吵愈烈，就停车下车开始争吵。在高速巡逻警到来时，小两口已经撕扯到了高速的护沟下面。本以为见到巡逻警两人会消停一下，但女子见到巡逻警后反而更加激进!甚至向高速上高速行驶的车撞去。幸好男子拉的及时，没出什么意外。太任性了，一旦出了事，后悔就晚了!高速路上自己的丈夫。你现在即使有委屈也的忍者。因为他开车，不出事还好。一旦出事，那是什么概念什么后果。夫妻之间要相互体谅!
a3d4593810704f34d142009f692ba86d	李文财:7.3非农周黄金原油行情分析及操作策略	黄金市场解读:受美元走软和股市下跌支撑，金价周五亚盘探底回升，目前在1248美元/盎司附近震荡。周四公布数据显示，美国一季度GDP数据好于预期，金价一度下挫近1%，而因其他几项数据表现稍显逊色，金价尾盘逐渐反弹，收复失地。锦城认为本周金价走势异常反复，虽然美元疲软提振金价，但欧、英、加三大央行齐放鹰，令欧美国债收益率走高，金价承压。黄金行情分析本周美指的疲软给黄金带来了利好，同时全球债券收益率走高却又给黄金带来利空，这样的两股势力处于拔河状态，而其他支撑黄金的因素不够明显，因此黄金多空双方只能处于胶着状态，就目前来看震荡似乎还要持续。黄金价格昨日遭受双重暴击，在欧盘时段，一根大阴线横空出世，美盘时段，受到经济数据利好的打压，再度跳水跌穿1240美元。但跌势并未维持多久，金价走出V型反转行情，目前金价徘徊与1243美元附近，上行受到1248的压制。快慢线形成金叉开始上行，红色动能柱冒头。短期而言，金价震荡偏下行，短线关注下方1237一线支撑，上方关注1248一线阻力，此区间不破继续看震荡调整，高空低多的思路。笔者建议操作上稳健依托1247-1248附近布局空单。原油市场解读美国油服公司贝克休斯公布数据显示，美国至6月30日当周石油钻井总数在连续23周增加后，首次录得减少。公布数值较上周减少2口至756口，在连续23周增加后，首次录得减少。数据公布后，美布两油小幅上扬。有分析师指出，原油钻井数的下降受到热带风暴辛迪的影响，但这类影响不会持续太长。而且美国与墨西哥的输油管道建设获得特朗普总统同意，相信美国下48州的原油产量将会提升，以刺激美国能源出口。预计接下来石油钻井数量的增长将恢复。原油行情分析原油日线方面的连续收阳让我们中线多单也显得更加稳操胜券，原油自42关口触底反弹以来，日线已连收5根阳线，周四略收小阴十字星，但并不能对原油的多头构成任何威胁，周五油价早盘开盘即上涨，美盘延续多头的势头强势突破45.5一线压制，最高触及45.64一线，目前原油价格始终居高不下，并稳稳站在日线布林带中轨上方，多头非常强势。但从一小时图来看，短线上油价伴随着一定的冲高回落，并且MACD指标快慢线向下运行形成死叉，KDJ指标高位拐头向下运行，短期来看价格有回调的需求，但是回调幅度不会太大，建议后市依旧以回调做多为主。非农该如何布局?1、 非农数据公布前约半小时，市场行情便会伴随着市场的猜测而发生显著性波幅，在这里提醒各位严格掌控仓位的入场时间，以免蒙受不必要的损失。2、 非农数据的公布，往往伴随着一根长长的阴线或是阳线的形成;倘若你能跟上行情的节奏，待此K线初露端倪，瞬间选择K线方向跟进，获利后果断平仓以保胜果。3、 从以往的非农行情走势上来看，"非农效应"一般持续时间约为20分钟左右。也就是说，20分钟过后，行情将告别此前的急速上涨或下冲。4、 如果你是一个稳健的投资者，不妨尝试对非农过后行情的幅度性回调进行捕获;而相比非农及时的命运性对赌，此方法所收获的持续性小幅盈利，也将成为你入市淘金的制胜法宝。撰稿人/李文财
ce8e10ec623486ca3ba62dad5da0ebe5	甲沟炎偏方 推荐甲沟炎患者的适用偏方	用微信扫描二维码分享至好友和朋友圈 用微信扫描二维码分享至好友和朋友圈  我们民间流传着很多治病的偏方，虽然许多并未得到医学上的证实，但是对于有些人来说，偏方确实是有用的。那一起来看看甲沟炎患者可以适用的偏方有哪些呢? 甲沟炎偏方一 材料:绿茶叶、黑芝麻、细食盐各l克。用法:上述材料加少许生理盐水混合，并捣烂如泥。皮肤常规消毒后，将上药敷于甲沟炎处，每日换药1次，连续用药2-4次，注意在敷药期间患处不可沾水。 甲沟炎偏方二 材料:黄连、大黄各等份，捡净、烘干、研末备用用法:临用时，以醋调匀，外敷于患处，每日清洗后更换。用于甲沟炎的治疗。 甲沟炎偏方三 材料:新鲜仙人掌50克，除刺后捣为糊状，加入食盐2克，正红花油6-8滴，调匀盛于容器中备用，当日使用，当日配制。用法:治疗时取上述药膏适量外敷于患处，并以纱布包扎，每日早、晚各换药1次，4日为1个疗程。
71055f0c7cbfd632361bccb3d5098fcf	神反转广告，又被套路了	给大家推荐3则爆笑魔性广告脑洞太太太太大收不住了!可以说非常魔性了01日本银寿司奇葩广告街上偶遇的一对男女突然看对了眼当街脱下衣服……我见过最有创意的寿司广告愣着干什么，笑啊!!!02荷兰皇家导盲犬基金会魔性公益广告这家机构出来的狗不仅能为盲人导航还能为一些视力正常的人提供一些"不可描述"的服务Not only help people  who can not see but also for those who have seen too much他家的狗还能帮助主人解除噩梦的困扰愣着干什么，继续笑啊!!!03泰国蓝天特速贷保险脑洞广告论广告，我服泰国!就问你服不服!愣着干什么，大声笑啊!!!-- END --来源:4A广告网作者:张小虎4A广告网，广告人圈子，聊广告圈那些事转载请后台回复获取授权版权问题、商务合作请加微信/QQ:2881339635强烈推荐，主编吐血推荐，关注就知道了!老板日记ID:laobanriji先关注再说!每天分享老板创业、管理、经营的心得与感悟!还有老板那些你不知道的事……每一篇都有收获。主编极力推荐! ↑↑↑长按二维码 一键关注
cc3ae69a30a8fa3e0ba24a9c1bedf99b	他叫白起，被封为武安君，令六国胆寒，长平之战，歼敌45万，最后却被秦王赐死!	他是战国时期秦国的名将，与王翦、廉颇、李牧并称"战国四将"，更是被封为秦国武安君。一生大小七十余战，无一败绩，六国闻白起胆寒。这样一位功勋卓著的旷世奇才最终却被秦王赐死!白起在长平之战歼灭赵军四十余万后，赵国密派使者苏代，带着许多的金银财宝到秦国。苏代对秦国宰相范睢说:"白起为秦国夺取了七十多座城池。现在如果赵国灭亡，秦国称霸，白起的功劳天下第一，他的地位和权势肯定会超过您呀!"于是，范睢深信其言，就说服了秦昭王放弃歼灭赵国的计划。白起听闻此事后，极为生气!第二年，秦国拍王陵继续攻击赵国，这一次不是白起领军，所以战事攻击不利。秦昭王此时准备再次启用白起。白起这个时候分析道:"秦国虽然取得了长平之战，但是士兵死伤过半，国内空虚，此其一;此次攻击赵国，各国唇亡齿寒，援助赵国的援兵马上就到，我们此时再起战端，秦国必败。"白起拒绝了秦昭王的再三下令。秦昭王无奈之下，派其他的将领继续攻打邯郸，但兵马损失殆尽。白起此时听到失败的消息后，却对旁人说当初秦王不听我的计策，现在如何?秦昭王一怒之下，罢免了白起的一切官职!过了三个月，秦军又打了几次接连的败仗，秦昭王就把满腔的怒火发泄到白起身上，命人遣送白起离开咸阳。不久秦昭王与范睢等大臣商议如何处置白起。有人借机说:"白起之迁，其意尚怏怏不服，有余言。"意思就是说，白起不服，嘴上一直在抱怨对秦昭王自己的处置。于是秦昭王派使者赐剑，令白起自裁。白起在历史上是一个神话般的人物，对于白起的似，后世人一直争论不休，很多人说他不够变通，对他的死无不充满痛惜之情。但也有人认为他对秦昭王的拒绝是出于大义，是对社稷的一种超功利的敬畏和忠诚!
3301dc1693550a6a0b6be3df8957023c	清朝:这种男人没后代，澳门女子誓死不嫁，连娼妓也不提供服务!	初香港回归的时候，很多人担心许多香港人会带着对英国这个宗主国的内心认同感而反抗大陆的统一指挥。这就代表着香港人可能会对于回归之后大陆人的涌入感到威胁甚至不满。可是反观澳门，为什么就不会出现这些事情呢?因为，澳门至于其殖民者葡萄牙，是水火不相容的关系。清朝末年，因为闭关锁国的既定国策影响，导致清朝政府夜郎自大，最终令原本领先于世界的综合国力走向衰弱。庞大的中国市场可是西方先进资本主义眼馋的宝玉，正所谓匹夫无罪，怀璧其罪。帝国主义列强的枪炮立刻轰开了清政府故步自封的大门，让清政府的颜面是荡然无存的。在门外等待已久的野兽，早已是饿的饥肠辘辘，见到猎物是迫不及待地开始撕扯。所以，中国就此沦为半殖民地半封建社会。1842年，英国殖民者和清政府签订《南京条约》的时候，香港岛的割让，让葡萄牙看见了人尽可欺的清政府本来面目。所以，葡萄牙派遣代表和清朝谈判，他们要求和英国一样得到豁免地租银，享有条约中五口通商的权利，并且，对于澳门，葡萄牙要求军队进驻其半个岛屿。已经被西方列强的坚船利炮吓破了胆子的清政府连连答应，于是在此后的几十年中，葡萄牙人一步步蚕食了澳门岛，最终在1887年，清政府与葡萄牙先后签订《中葡会议草约》和《中葡和好通商条约》，条约列明中国允许葡萄牙"永居、管理澳门"，但未经中国同意葡萄牙永不得将澳门让与他国。那么，澳门几乎和香港一样受到的殖民统治时间都比较长久，可为什么清朝末年的时候，澳门人十分排斥葡萄牙人的统治呢?首先，是思想上的自傲。中国一向都是世界强国，葡萄牙这样的无名小辈在中国强大的时候给我们提鞋都不配，这种思想一直持续到了清朝，所以，对于外国人尤其是不知名的葡萄牙人，大家伙一向是无知者无惧的态度。甚至有一说，澳门女子绝对不嫁葡萄牙人，连当时候的娼妓提供特殊服务的时候，一看到是葡萄牙人，再有钱都不做这个生意的。其次，那就是文化上的熏陶了。中国早先的思想其实是很排外的，譬如出自《左传·成公四年》:"史佚之《志》有之，曰:'我族类，其心必异。'中华民族这个概念提出来这么久了，还是有许多好事者不承认我们大一统的观念，可见这种民族主义思想有多么的严重。当然，这种民族主义，在当时起到了积极的作用。我相信中国不会再出现清朝的情景了，中国已经在沉睡中醒来，在挨打中觉醒了
819820f50282a5fa626824d8d54e9dce	10万元紧凑型车推荐	近日，本店内宝来现车销售，颜色可选，目前购车部分车型可优惠1.10万元，感兴趣的朋友可以到店咨询购买，详情见下表:   通过wei信平台预约，成功购车，   近日，本店内雷凌现车销售，颜色可选，目前购车部分车型可优惠1.80万元，感兴趣的朋友可以到店咨询购买，详情见下表:   日前，有国内媒体曝光了一组东风风神L60 1.6T车型的谍照。据了解，该车在动力上将搭载一台源自PSA的1.6T发动机，最大功率为167马力，并且有望于今年夏天   奔腾B50全系最高优惠4000元!购奔腾B50即可享12个月0息贷款!一汽奔腾大同庞大店开启贷款绿色通道，贷款购车仅需1张身   近日，本店内致悦现车销售，颜色可选，目前购车部分车型可优惠2.00万元，感兴趣的朋友可以到店咨询购买，详情见下表:   近日，本店内高尔夫现车销售，颜色可选，感兴趣的朋友可以到店咨询购买，详情见下表   近日，本店内宝来现车销售，颜色可选，目前购车部分车型可优惠1.20万元，感兴趣的朋友可以到店咨询购买，详情见下表:   Octavia全新明锐以宽适尊崇的驾乘空间、高效的动力操控、领先可靠的安全保障展现出超越同级的卓越品质，面对未来的万千道路，无数的里程，Octavia全新明锐以   店内凌渡现车充足，颜色可选，购车最高可享2.3万元优惠，还送购车礼包!拨打400-830-   店内桑塔纳现车充足，颜色可选，购车最高可享2.1万元优惠!拨打400-830-4002到冀   近日，本店内福睿斯现车销售，颜色可选，目前购车部分车型可优惠1.20万元，感兴趣的朋友可以到店咨询购买，详情见下表:
f9c958f10e82d9534edf783ab02967d1	七杀为用有义气，个性刚硬易遭殃	董加永  文用八字命理算命，了解十神的含义很重要，因为通过解读十神的含义可以快速地知道事物的本质。一般来讲，哪些人会为朋友两肋插刀?在朋友遇难之时挺身而出?都可以从八字里看出来。从命理上看，以下几类人容易为朋友两肋插刀。一、七杀星在命局为用神的人。命中七杀为用之人，大胆有勇气，天生有锄强扶弱的精神，容易为朋友两肋插刀。二、伤官见官，官被伤尽的人。这类人聪明，疾恶如仇，吃软不吃硬，最痛恨朋友被人欺负，极容易为朋友出头。三、比劫在命局为用的人。命局比劫为用之人，讲意义，为人直率，见到朋友有困难，总是第一个挺身而出，所以也容易为朋友两肋插刀。例如乾造:乙亥、丙戌、己丑、丙寅;现行甲申大运。己土生戌月当令，自坐丑土强根，月时干丙火印生身，身旺无疑，所以八字喜木水金，忌火土。此造身旺用官杀，年干乙木七杀高透，又得坐支亥水生，七杀旺相，为人大胆有侠气，哥们意气十足。印为忌神，局中丙火正印两透，不利学业，说明其人学历不高。另外，印也代表法律和牢房，印为忌神，暗示其目无法纪，一生容易有牢狱之灾。事实正是如此，去年为帮朋友出气，他和其他几个男子持械将一名男子砍成重伤，后来被警方依法逮捕。从其八字来看，其人虽有义气，一生多为朋友出头，但结果却并不能令人满意。据笔者看来，其人中晚年还有一次严重的牢狱之灾，很有可能遭遇终生监禁。
